,name,rating,distance
1230,Gallo Negro,4.0,321.1468874534248
1231,Bi Ba Bo,4.5,339.65438924413843
1232,La Cantina,4.0,473.3970696806474
1233,Schaubühne Lindenfels,5.0,535.0096138435846
1234,Stelzenhaus-Restaurant,3.5,237.64329281706955
1235,Le Petite Franz,5.0,430.77887006687337
1236,Beardy Brothers,4.0,387.9857247745786
1237,Rudi,4.0,542.0593745864065
1238,Café Albert,4.0,281.8841330656713
1239,Joseph Pub,5.0,604.2292022306159
1240,Reuschel's Weineck,5.0,518.3217867189028
1241,Call a Pizza,3.5,472.5794604661181
1242,MC Curry No.1,3.0,501.8589407087946
1243,Ratskeller Leipzig,4.0,149.91797863901115
1244,Auerbachs Keller,4.0,334.2243102108486
1245,Il Corso,4.5,176.73121376188624
1246,Hoshi,4.5,206.96153433965563
1247,Max Enk,5.0,240.16985132923134
1248,Weinwirtschaft,4.0,291.2244978093517
1249,Zur Pleißenburg,3.5,192.15575106050156
1250,Café Madrid,4.0,416.2419383689545
1251,Kildare City Pub,4.5,473.9039644138203
1252,Schiller,4.0,87.56834879786388
1253,L'Osteria,4.0,246.51942187731882
1254,Aladin- Kebab,3.5,174.5782076833741
1255,Zchaca,4.5,226.997103394517
1256,An Nam,4.5,672.1270228116948
1257,maza pita,5.0,221.6762267894302
1258,Café Gloria,5.0,293.8246423791585
1259,Lucca-Bar,4.5,242.62918115733348
1260,Hans im Glück,4.0,408.9203352826592
1261,ALFA,5.0,244.92088439939874
1262,Brasserie Le Grand,4.5,423.7993039064421
1263,Rizzi,4.0,501.42926870560564
1264,Pilot,4.0,578.9688384151353
1265,Reinhardts im Gasthaus Alte Nikolaischule,4.5,522.2835461957645
1266,Bachstüb'l An Der Thomaskirche,3.5,277.6033016249384
1267,Gaststätte Beyerhaus,3.5,379.63760258192036
1268,Restaurant Stadtpfeiffer,4.5,415.8570616582653
1269,Sakura,4.5,600.4937259663365
1270,Bohemian Kids,4.5,227.74336866982856
1271,Brauhaus an der Thomaskirche,3.0,305.31693773450917
1272,Apels Garten,4.0,506.3723319105288
1273,China White,4.0,449.85228708680035
1274,Thüringer Hof,3.5,213.07594435196341
1275,CoCo Bistro,5.0,339.2925083938826
1276,Kümmel Apotheke,3.5,290.48826041461206
1277,FraDiavolo,3.5,167.91750679765838
1278,Umaii,3.5,453.6722882538873
1279,Opern Cafe,5.0,553.3210638556217
1280,Pholosophy - vietnamese eatery & sushi,3.5,462.48460079868556
1281,Sushi & Nem,3.0,224.37817020012452
1282,Zill's Tunnel,3.5,471.8308777271124
1283,La Grotta,3.5,207.81330933620367
1284,Café Central,4.0,410.1756026112764
1285,Café Cantona,4.0,490.2579910927743
1286,Fürst,4.0,497.5448041449586
1287,Haiky Vietnam Cooking,5.0,359.3452819898658
1288,Amor,4.5,507.1022518649127
1289,Restaurant Panorama Tower,3.0,328.8341088550916
1290,Kandler,4.0,322.05797230277994
1291,Mifune,4.0,505.4209094285364
1292,Kantine,3.5,133.7287273517101
1293,Chinabrenner,4.0,563.9461925131104
1294,Café Versorgung,3.0,424.5892976650738
1295,Mørtelwerk,4.0,596.8366353263638
1296,Chinapost,0.0,598.8818962100971
1297,Mätzschkers Festsäle,0.0,443.11561333314785
1298,Zum Rosengarten,4.5,490.9430076312681
1299,Gaststätte Zur Schäferei,0.0,599.6434095588057
1300,Imperii,5.0,318.87470834007064
1301,Restaurant Steaktrain,4.0,328.0143718048536
1302,Handbrotzeit,4.5,451.56122411811356
1303,Yaki Gourmet,3.5,79.60293732781584
1304,Masala,3.5,120.16732991675258
1305,Pentahotel Restaurant,4.5,417.60669089116806
1306,Pizzeria by Toni,5.0,322.92622530227237
1307,Chinas Welt,4.0,482.5493261572726
1308,Restaurant Brühl,4.5,640.7976152245907
1309,Soup & Nem,4.0,439.6503786920735
1310,Reinhardts im Gasthaus Alte Nikolaischule,4.5,490.81027117201774
1311,asia hung,4.0,206.8295964270933
1312,Morrison's Traditional Irish Pub,4.0,343.1942118128106
1313,Thai-chi-viet,3.5,162.55454752559476
1314,Mekong Asiasupermarkt,5.0,326.7966097818512
1315,Wurstmeister,3.5,392.3084861705565
1316,Opern Cafe,5.0,484.84783649221663
1317,Brasserie Le Grand,4.5,643.9352103252323
1318,Fatih Servet,3.0,165.4009382181094
1319,Iberica Weindepot & Tappas,5.0,443.27611707704904
1320,Dhillons,3.5,495.5960184020029
1321,Andria,3.5,419.93523341504584
1322,Planerts,4.0,402.26307301755145
1323,Nordsee,3.5,80.75975463791664
1324,Pizza Hut,3.5,134.79172320837597
1325,Indian Fingerfoods,5.0,458.0256367030885
1326,Fair Play,4.0,169.80109748778574
1327,Indian Crown,4.5,516.5267490410619
1328,kalimera,2.5,285.21847413724794
1329,Hà Nôi Cousine,3.0,369.05138910967463
1330,Subway,4.5,113.263074205232
1331,Pentahotel Leipzig,4.5,444.72147290154777
1332,KFC,1.5,80.75975463791664
1333,Trattoria Toskana,4.0,439.6503786920735
1334,Goldene Kugel Leipzig,3.0,403.95239646222177
1335,Indian Palace,4.0,478.0384074129834
1336,Andria Pastore,3.0,385.64755513624624
1337,Pepper House,3.0,532.011420673663
1338,Café Central,4.0,616.0424076460977
1339,Leo's Brasserie,3.5,480.24166730753143
1340,Lukas Bäckerei,3.5,542.060625428227
1341,Wiener Feinbäckerei Heberer,3.0,206.8295964270933
1342,Sardinia Ristorante Italiano,3.5,540.4454548336728
1343,Victor's Restaurant,3.0,89.25009404024466
1344,Mumbai Indian Cuisine und Lounge,3.5,431.88394818927236
1345,Alex,3.5,658.3529115474315
1346,snack 'n coffee,3.5,222.86923447909982
1347,Frisch back,2.0,133.4154625681761
1348,McDonald's,3.0,148.34841028747803
1349,Pizza Pasta House,4.0,579.8809116680145
