,name,rating,distance
832,Ouzeri Was Kost Das,-1,244
833,Prellbock das Restaurant,6.0,275
834,Gaststätte Bauhütte,-1,347
835,Freddy Fresh Pizza Leipzig-Plagwitz,-1,381
836,Dreßler Cornelia und Wein & Schokolade,-1,413
837,S1 Vinyl & Kaffee,7.3,19
838,Gaststätte Weinberggärten,-1,322
839,Bayerischer Bahnhof,8.4,160
840,Zhang,7.8,171
841,Vietnam Küche,-1,198
842,Dios grill,-1,232
843,Shiki Sushi Bar Two,7.8,396
844,Uptown Coffee Bar,7.6,399
845,Da Salvo,6.3,334
846,Boof Pizza,-1,339
847,Subway,6.5,439
848,Addis Café Leipzig,-1,364
849,VITA B Gesund & Lecker,5.9,432
850,Amazigh Feinkost,-1,413
851,Saigon 1,-1,439
852,Imbiss M. Omran,-1,441
853,Sakura Sushi-Kunst,-1,465
854,Fam Tran Phat,-1,468
855,Pizzeria Del Cavaliere,-1,486
856,Big Burgester,-1,500
857,Bistro El-Amir,7.5,53
858,Olive Tree Döner & Pizza Leipzig,7.8,129
859,Kneipencafe Orange,7.0,138
860,L'angolo d'Italia,-1,71
861,La Strada,6.0,100
862,Stella Ristorante,-1,83
863,Acapulco,5.8,106
864,Safran,5.7,105
865,L'arte della cucina italiana,-1,99
866,Sona Leipzig,-1,105
867,Shady,7.5,222
868,Meetfreude,7.2,239
869,Divino,7.4,250
870,Goa - Indisches Restaurant,-1,167
871,Kollektiv,6.6,282
872,Café NiMo,-1,226
873,Café feinOST,-1,233
874,Mother India,-1,235
875,Domino's Pizza Leipzig Süd,-1,236
876,Sen Asia Food,-1,243
877,Cafe Maitre,8.1,161
878,Noels Ballroom,8.4,447
879,Lothar,-1,341
880,Alexanders,-1,374
881,Habibi Bistro Döner,-1,390
882,Yoko Sushi,-1,406
883,Asia Imbiss,-1,411
884,Mr. Thong Sushi & more,-1,414
885,Stückwerk Pizzakultur,-1,418
886,Burger King,5.3,412
887,Fam Tran Phat,-1,441
888,Saigon 1,-1,462
889,Orpheus,-1,510
890,Shams Bistro & Lieferservice,7.5,34
891,Noels Ballroom,8.4,290
892,Asia Imbiss,-1,172
893,Ungarisches Spezialitäten Restaurant Váradi Csárda,-1,256
894,Meetfreude,7.2,391
895,Divino,7.4,404
896,Yoko Sushi,-1,280
897,Skaska,-1,283
898,Fela,7.5,436
899,Shahia,7.6,469
900,Kollektiv,6.6,403
901,Mr. Thong Sushi & more,-1,343
902,Stückwerk Pizzakultur,-1,354
903,Alexanders,-1,362
904,Sen Asia Food,-1,393
905,Café feinOST,-1,430
906,Mother India,-1,430
907,Habibi Bistro Döner,-1,435
908,Mediengarten in der Mediacity am MDR,-1,466
909,Sindbad,-1,525
910,Cafe Maitre,8.1,462
911,Café Yellow,-1,135
912,Shahia,7.6,325
913,Fela,7.5,335
914,Subway,7.3,408
915,Antique Restaurant Syrian Cuisine,-1,320
916,Sindbad,-1,333
917,Cà Pháo,-1,341
918,Uno Pizza Leipzig Südvorstadt,-1,356
919,Orpheus,-1,362
920,Café Sòley,-1,407
921,Stückwerk Pizzakultur,-1,491
922,Döner King,5.9,86
923,Willsons,7.5,230
924,Curry Süd,6.1,163
925,DINA Falafel and more,-1,161
926,Restaurant Mona Lisa,-1,238
927,Subway,7.3,394
928,Goldfisch,-1,343
929,Vegan Express,-1,359
930,Café Sòley,-1,363
931,Bistro Shahia II,-1,371
932,MC Scheich II,-1,374
933,Krummbirne,-1,451
934,Le Cygne,-1,460
935,Pizza Revolution Leipzig,-1,463
936,Paps,-1,479
937,Uno Pizza Leipzig Gohlis,-1,216
938,Brotlos,-1,296
939,Ginseng,-1,347
940,Hacienda Mexicana,-1,404
941,Jeepney Café,-1,411
942,Bistro Antep,-1,450
943,Schwung und Schwebe,-1,490
944,Upper West Leipzig,6.2,45
945,Chinabrenner,7.6,167
946,Café Albert,7.0,273
947,Le Petit Franz,7.9,447
948,Moini - Steinofenpizza,-1,276
949,Beard Brothers feinen Hot Dog Company,7.8,475
950,Bistro am Kanal,-1,306
951,Chinabrenner Winterquartier,-1,325
952,Süß + Salzig,7.2,475
953,Croissanterie Leipzig,7.0,464
954,Cafeteria M9,-1,455
955,Call a Pizza,-1,481
956,Ratskeller der Stadt Leipzig,8.6,101
957,Schiller Cafe,7.0,86
958,MissMarple‘s – Steaks ‘n Bar,-1,74
959,Thüringer Hof,7.4,188
960,Bohemian Kids Cafe,8.7,243
961,ZR Zchaca Restaurant,8.2,236
962,L'Osteria,8.4,246
963,Il Corso,6.9,175
964,Kantine Leipzig,-1,101
965,La Piazza Gastronomie GmbH,-1,145
966,Max Enk,7.1,244
967,Sushi & Nem,6.4,225
968,Cafe Kandler,7.0,300
969,Hoshi Leipzig,-1,209
970,Cafe Madrid,7.8,400
971,Bins Chinarestaurant,-1,263
972,HANS IM GLÜCK - LEIPZIG Augustusplatz,7.4,408
973,Kimi,-1,268
974,Puro 5,6.6,354
975,Die erste Leipziger Brotschule mit und von Backhaus Wentzlaff,7.3,418
976,ALEX Leipzig,7.5,445
977,Bull & Bonito,-1,309
978,Central,6.7,399
979,Sardinia,7.1,463
980,Pizzeria Del Cavaliere,-1,337
981,DINEA Café & Restaurant,-1,351
982,Umaii Ramenbar,6.7,451
983,Barfusz,6.8,476
984,Stadtpfeiffer,-1,377
985,San Remo Pizzeria & Baguetteria,-1,382
986,Imbiss M. Omran,-1,393
987,Nordsee,6.4,465
988,La Grotta,6.9,225
989,Restaurant Amor,6.8,524
990,Zigarre,5.9,481
991,Sakura Sushi-Kunst,-1,462
992,Big Burgester,-1,466
993,Huwa,6.1,513
994,Fürst,-1,470
995,Domino's Pizza Leipzig Zentrum West (Domino‘s Pizza Leipzig Zentrum West),-1,483
996,Bellinis,5.2,472
997,Feuerwassereis Kochen Erleben,-1,493
998,Bäckerei Schäfers,-1,1322
999,Cafe Kiew,-1,457
1000,Gaststätte Mariental,-1,248
1001,VICTOR’S Restaurant,-1,74
1002,Campus Suite,-1,82
1003,Falafel Ali,-1,91
1004,"Pizza Hut Leipzig, HBF",5.7,133
1005,Masala - Indian Food,6.0,149
1006,Asiahung,6.3,171
1007,Burger King,5.3,139
1008,Ciao Bella,-1,148
1009,Imperii,8.4,315
1010,Takumi Leipzig,-1,161
1011,frischBack,-1,180
1012,Frittenwerk,-1,180
1013,Frittz,-1,196
1014,Bagel Brothers,8.0,358
1015,Planerts,7.4,352
1016,McDonald's,5.5,235
1017,ROCKET’S Burger,-1,264
1018,Peperoni,-1,272
1019,KFC,5.2,260
1020,H & V Asia Imbiss Döner,-1,276
1021,Andria Ristorante,7.1,421
1022,Vietnam Bistro,-1,342
1023,Goldene Kugel,6.2,406
1024,Niiko Sushi x Vegan,-1,379
1025,Indian Palace,6.3,455
1026,Indian Crown,7.1,534
1027,Mumbai,5.8,421
1028,Gourmet-Restaurant FALCO,7.1,558
1029,Indian Curry House,-1,435
1030,Toskana Leipzig,-1,443
1031,India Gate,5.7,467
1032,Sole Mio,-1,483
